image,Anthocyanin (mg/100g),TPC (mg GAE/g),TFC (mg QE/g),DPPH % Inhibition
Stage4 (425).jpg,76.63,22.65,2.07,34.9
Stage4 (426).jpg,76.83,22.85,2.27,35.1
Stage4 (427).jpg,77.03,23.05,2.47,35.3
Stage4 (428).jpg,77.23,23.25,2.67,35.5
Stage4 (429).jpg,77.43,23.45,2.87,35.7
Stage4 (430).jpg,77.63,23.65,3.07,35.9
Stage4 (431).jpg,77.83,23.85,3.27,36.1
Stage4 (432).jpg,78.03,24.05,3.47,36.3
Stage4 (433).jpg,78.23,24.25,3.67,36.5
Stage4 (434).jpg,78.43,24.45,3.87,36.7
Stage4 (435).jpg,78.63,24.65,4.07,36.9
Stage4 (436).jpg,78.83,24.85,4.27,37.1
Stage4 (437).jpg,79.03,25.05,4.47,37.3
Stage4 (438).jpg,79.23,25.25,4.67,37.5
Stage4 (439).jpg,79.43,25.45,4.87,37.7
Stage4 (440).jpg,74.83,20.85,0.27,33.1
Stage4 (441).jpg,75.03,21.05,0.47,33.3
Stage4 (442).jpg,75.23,21.25,0.67,33.5
Stage4 (443).jpg,75.43,21.45,0.87,33.7
Stage4 (444).jpg,75.63,21.65,1.07,33.9
Stage4 (445).jpg,75.83,21.85,1.27,34.1
Stage4 (446).jpg,76.03,22.05,1.47,34.3
Stage4 (447).jpg,76.23,22.25,1.67,34.5
Stage4 (448).jpg,76.43,22.45,1.87,34.7
Stage4 (449).jpg,76.63,22.65,2.07,34.9
Stage4 (450).jpg,76.83,22.85,2.27,35.1
Stage4 (451).jpg,77.03,23.05,2.47,35.3
Stage4 (452).jpg,77.23,23.25,2.67,35.5
Stage4 (453).jpg,77.43,23.45,2.87,35.7
Stage4 (454).jpg,77.63,23.65,3.07,35.9
Stage4 (455).jpg,77.83,23.85,3.27,36.1
Stage4 (456).jpg,78.03,24.05,3.47,36.3
Stage4 (457).jpg,78.23,24.25,3.67,36.5
Stage4 (458).jpg,78.43,24.45,3.87,36.7
Stage4 (459).jpg,78.63,24.65,4.07,36.9
Stage4 (460).jpg,78.83,24.85,4.27,37.1
Stage4 (461).jpg,79.03,25.05,4.47,37.3
Stage4 (462).jpg,79.23,25.25,4.67,37.5
Stage4 (463).jpg,79.43,25.45,4.87,37.7
Stage4 (464).jpg,78.03,24.05,3.47,36.3
Stage4 (465).jpg,78.23,24.25,3.67,36.5
Stage4 (466).jpg,78.43,24.45,3.87,36.7
Stage4 (467).jpg,78.63,24.65,4.07,36.9
Stage4 (468).jpg,78.83,24.85,4.27,37.1
Stage4 (469).jpg,79.03,25.05,4.47,37.3
Stage4 (470).jpg,79.23,25.25,4.67,37.5
Stage4 (471).jpg,79.43,25.45,4.87,37.7
Stage4 (472).jpg,74.83,20.85,0.27,33.1
Stage4 (473).jpg,78.03,24.05,3.47,36.3
Stage4 (474).jpg,78.23,24.25,3.67,36.5
Stage4 (475).jpg,78.43,24.45,3.87,36.7
Stage4 (476).jpg,78.63,24.65,4.07,36.9
Stage4 (477).jpg,78.83,24.85,4.27,37.1
Stage4 (478).jpg,78.03,24.05,3.47,36.3
Stage4 (479).jpg,78.23,24.25,3.67,36.5
Stage4 (480).jpg,78.43,24.45,3.87,36.7
Stage4 (481).jpg,78.63,24.65,4.07,36.9
Stage4 (482).jpg,78.83,24.85,4.27,37.1
Stage4 (483).jpg,79.03,25.05,4.47,37.3
Stage4 (484).jpg,79.23,25.25,4.67,37.5
Stage4 (485).jpg,79.43,25.45,4.87,37.7
Stage4 (486).jpg,74.83,20.85,0.27,33.1
Stage4 (487).jpg,75.03,21.05,0.47,33.3
Stage4 (488).jpg,75.23,21.25,0.67,33.5
Stage4 (489).jpg,75.43,21.45,0.87,33.7
Stage4 (490).jpg,75.63,21.65,1.07,33.9
Stage4 (491).jpg,75.83,21.85,1.27,34.1
Stage4 (492).jpg,76.03,22.05,1.47,34.3
Stage4 (493).jpg,76.23,22.25,1.67,34.5
Stage4 (494).jpg,76.63,22.65,2.07,34.9
Stage4 (495).jpg,76.83,22.85,2.27,35.1
Stage4 (496).jpg,77.03,23.05,2.47,35.3
Stage4 (497).jpg,77.23,23.25,2.67,35.5
Stage4 (498).jpg,77.43,23.45,2.87,35.7
Stage4 (499).jpg,76.23,22.25,1.67,34.5
Stage4 (500).jpg,76.63,22.65,2.07,34.9
Stage4 (501).jpg,76.83,22.85,2.27,35.1
Stage4 (502).jpg,78.03,24.05,3.47,36.3
Stage4 (503).jpg,78.23,24.25,3.67,36.5
Stage4 (504).jpg,78.43,24.45,3.87,36.7
Stage4 (505).jpg,78.63,24.65,4.07,36.9
Stage4 (506).jpg,78.83,24.85,4.27,37.1
Stage4 (507).jpg,79.03,25.05,4.47,37.3
Stage4 (508).jpg,79.23,25.25,4.67,37.5
Stage4 (509).jpg,79.43,25.45,4.87,37.7
Stage4 (510).jpg,74.83,20.85,0.27,33.1
Stage4 (511).jpg,75.03,21.05,0.47,33.3
Stage4 (512).jpg,75.23,21.25,0.67,33.5
Stage4 (513).jpg,75.43,21.45,0.87,33.7
Stage4 (514).jpg,75.63,21.65,1.07,33.9
Stage4 (515).jpg,75.83,21.85,1.27,34.1
Stage4 (516).jpg,76.03,22.05,1.47,34.3
Stage4 (517).jpg,76.23,22.25,1.67,34.5
Stage4 (518).jpg,76.63,22.65,2.07,34.9
Stage4 (519).jpg,78.03,24.05,3.47,36.3
Stage4 (520).jpg,78.23,24.25,3.67,36.5
Stage4 (521).jpg,78.43,24.45,3.87,36.7
Stage4 (522).jpg,78.63,24.65,4.07,36.9
Stage4 (523).jpg,78.83,24.85,4.27,37.1
Stage4 (524).jpg,79.03,25.05,4.47,37.3
Stage4 (525).jpg,79.23,25.25,4.67,37.5
Stage4 (526).jpg,79.43,25.45,4.87,37.7
Stage4 (527).jpg,74.83,20.85,0.27,33.1
Stage4 (528).jpg,75.03,21.05,0.47,33.3
Stage4 (529).jpg,75.23,21.25,0.67,33.5
Stage4 (530).jpg,75.43,21.45,0.87,33.7
Stage4 (531).jpg,75.63,21.65,1.07,33.9
Stage4 (532).jpg,75.83,21.85,1.27,34.1
Stage4 (533).jpg,76.03,22.05,1.47,34.3
Stage4 (534).jpg,76.23,22.25,1.67,34.5
Stage4 (535).jpg,76.63,22.65,2.07,34.9
Stage4 (536).jpg,76.83,22.85,2.27,35.1
Stage4 (537).jpg,77.03,23.05,2.47,35.3
Stage4 (538).jpg,77.23,23.25,2.67,35.5
Stage4 (539).jpg,77.43,23.45,2.87,35.7
Stage4 (540).jpg,79.03,25.05,4.47,37.3
Stage4 (541).jpg,79.23,25.25,4.67,37.5
Stage4 (542).jpg,79.43,25.45,4.87,37.7
Stage4 (543).jpg,74.83,20.85,0.27,33.1
Stage4 (544).jpg,75.03,21.05,0.47,33.3
Stage4 (545).jpg,75.23,21.25,0.67,33.5
Stage4 (546).jpg,75.43,21.45,0.87,33.7
Stage4 (547).jpg,75.63,21.65,1.07,33.9
Stage4 (548).jpg,75.83,21.85,1.27,34.1
Stage4 (549).jpg,76.03,22.05,1.47,34.3
,,,,
